FMS_FUND,FMS_STATION,FMS_STATION_NAMES,FMS_COST_CENTER,FMS_COST_CENTER_NAME,IFAMS_PARTITION,IFAMS_BUDGET_PROGRAM_CODE,IFAMS_BUDGET_PROGRAM_NAME,IFAMS_VA_PROGRAM_CODE,IFAMS_VA_PROGRAM_NAME,LOAD_DATE
Any,Any,Any,308200,VBA-CH 31 REHABILITATION SVC,VBA,VBAVRE01,Vocational Rehabilitation & Employment,VOREEM,Vocational Rehabilitation & Employment,
Any,Any,Any,308300,VBA-CH 31 EMPLOYMENT SVC (GOE),VBA,VBAVRE01,Vocational Rehabilitation & Employment,VOREEM,Vocational Rehabilitation & Employment,
Any,Any,Any,308500,VRM PMO OFFICE OF THE DIRECTOR,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,309100,VBA - DIRECT DEPOSIT UNIT,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,309200,VBA-ADMIN SUPPORT STAFF,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,309300,OFM,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,309400,HUMAN RESOURCES MANAGEMENT,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,309600,VBA-SUPPORT SERVICES,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,309700,VBA-INFORMATION RESOURCES MGMT,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,309800,TRAINING STAFF / ACADEMY,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,311000,VBA ACQUISITION DIRECTOR,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,311010,VBA ACQUISITION STAFF,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,311100,NORTH ATLANTIC AREA TEAM,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,311200,SOUTHEAST AREA TEAM,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,311300,MIDWEST AREA TEAM,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,311400,PACIFIC AREA TEAM,VBA,VBAOVH01,Overhead,OVHALL,Overhead All,
Any,Any,Any,304100,DAY ONE BROKERING CENTER,VBA,VBADC001,Disability Compensation,DICOMP,Disability Compensation,
Any,Any,Any,310000,DISABILITY RATING ACTIVITYSITE,VBA,VBADC001,Disability Compensation,DICOMP,Disability Compensation,
