FMS_STATION,FMS_STATION_NAME,FMS_COST_CENTER,FMS_COST_CENTER_NAME,IFAMS_PARTITION,IFAMS_DIVISION_CODE,IFAMS_DIVISION_CODE_NAME,IFAMS_INTERNAL_ORG_CODE,IFAMS_INTERNAL_ORG_CODE_NAME,IFAMS_LOCATION_CODE,IFAMS_LOCATION_CODE_NAME,LOAD_DATE
346,SEATTLE WA VARO,304100,DAY ONE BROKERING CENTER,VBA,B3460001,Seattle Field Programs,B34603041,Day One Brokering Center - Seattle,981741009-00,915 Second Ave,
346,SEATTLE WA VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3460001,Seattle Field Programs,B34603080,VRES - Seattle,981741009-00,915 Second Ave,
346,SEATTLE WA VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3460001,Seattle Field Programs,B34603094,Human Resources - Seattle,981741009-00,915 Second Ave,
346,SEATTLE WA VARO,309600,VBA-SUPPORT SERVICES,VBA,B3460001,Seattle Field Programs,B34603096,Support Services - Seattle,981741009-00,915 Second Ave,
346,SEATTLE WA VARO,310000,DISABILITY RATING ACTIVITYSITE,VBA,B3460001,Seattle Field Programs,B34603100,Disability Rating Activity Site - Seattle,981741009-00,915 Second Ave,
346,SEATTLE WA VARO,304500,AMO-GENERAL,VBA,B3460002,Seattle Appeals Management,B34603045,AMO - Seattle,981741009-00,915 Second Ave,
355,SAN JUAN PR VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3550001,San Juan Field Programs,B35503010,Director's Office - San Juan,009688024-00,50 Carr 165,
355,SAN JUAN PR VARO,303000,NATIONAL CALL CENTER,VBA,B3550001,San Juan Field Programs,B35501330,National Call Center - San Juan,009688024-00,50 Carr 165,
355,SAN JUAN PR VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3550001,San Juan Field Programs,B35503040,Compensation Service - San Juan,009688024-00,50 Carr 165,
355,SAN JUAN PR VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3550001,San Juan Field Programs,B35503080,VRES - San Juan,009688024-00,50 Carr 165,
355,SAN JUAN PR VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3550001,San Juan Field Programs,B35503094,Human Resources - San Juan,009688024-00,50 Carr 165,
355,SAN JUAN PR VARO,309600,VBA-SUPPORT SERVICES,VBA,B3550001,San Juan Field Programs,B35503096,Support Services - San Juan,009688024-00,50 Carr 165,
355,SAN JUAN PR VARO,304500,AMO-GENERAL,VBA,B3550002,San Juan Appeals Management,B35503045,AMO - San Juan,009688024-00,50 Carr 165,
377,DEPT OF VET AFFAIRS SAN DIEGO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3770001,San Diego Field Programs,B37703010,Director's Office - San Diego,921081698-00,8810 Rio San Diego Dr,
377,DEPT OF VET AFFAIRS SAN DIEGO,303000,NATIONAL CALL CENTER,VBA,B3770001,San Diego Field Programs,B37701330,National Call Center - San Diego,921081698-00,8810 Rio San Diego Dr,
377,DEPT OF VET AFFAIRS SAN DIEGO,303400,CENTRALIZED CHALLENGE TRAINING,VBA,B3770001,San Diego Field Programs,B37703010,Director's Office - San Diego,921081698-00,8810 Rio San Diego Dr,
377,DEPT OF VET AFFAIRS SAN DIEGO,303600,CENTRALIZED DIV LVL MNGT TRAIN,VBA,B3770001,San Diego Field Programs,B37703010,Director's Office - San Diego,921081698-00,8810 Rio San Diego Dr,
377,DEPT OF VET AFFAIRS SAN DIEGO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3770001,San Diego Field Programs,B37703040,Compensation Service - San Diego,921081698-00,8810 Rio San Diego Dr,
377,DEPT OF VET AFFAIRS SAN DIEGO,304100,DAY ONE BROKERING CENTER,VBA,B3770001,San Diego Field Programs,B37703041,Day One Brokering Center - San Diego,921081698-00,8810 Rio San Diego Dr,
377,DEPT OF VET AFFAIRS SAN DIEGO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3770001,San Diego Field Programs,B37703080,VRES - San Diego,921081698-00,8810 Rio San Diego Dr,
377,DEPT OF VET AFFAIRS SAN DIEGO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3770001,San Diego Field Programs,B37703094,Human Resources - San Diego,921081698-00,8810 Rio San Diego Dr,
377,DEPT OF VET AFFAIRS SAN DIEGO,309600,VBA-SUPPORT SERVICES,VBA,B3770001,San Diego Field Programs,B37703096,Support Services - San Diego,921081698-00,8810 Rio San Diego Dr,
377,DEPT OF VET AFFAIRS SAN DIEGO,304500,AMO-GENERAL,VBA,B3770002,San Diego Appeals Management,B37703045,AMO - San Diego,921081698-00,8810 Rio San Diego Dr,
341,SALT LAKE CITY UT VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3410001,Salt Lake City Field Programs,B34103010,Director's Office - Salt Lake City,841131106-00,550 Foothill Dr,
341,SALT LAKE CITY UT VARO,303000,NATIONAL CALL CENTER,VBA,B3410001,Salt Lake City Field Programs,B34101330,National Call Center - Salt Lake City,841131106-00,550 Foothill Dr,
341,SALT LAKE CITY UT VARO,303200,FIDUCIARY HUB,VBA,B3410001,Salt Lake City Field Programs,B34103032,Fiduciary Hub - Salt Lake City,841131106-00,550 Foothill Dr,
341,SALT LAKE CITY UT VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3410001,Salt Lake City Field Programs,B34103040,Compensation Service - Salt Lake City,841131106-00,550 Foothill Dr,
341,SALT LAKE CITY UT VARO,304700,BENEFITS DELIERY AT DISCHARGE,VBA,B3410001,Salt Lake City Field Programs,B34103047,Benefits Delivery at Discharge (BDD) - Salt Lake City,841131106-00,550 Foothill Dr,
341,SALT LAKE CITY UT VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3410001,Salt Lake City Field Programs,B34103080,VRES - Salt Lake City,841131106-00,550 Foothill Dr,
341,SALT LAKE CITY UT VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3410001,Salt Lake City Field Programs,B34103094,Human Resources - Salt Lake City,841131106-00,550 Foothill Dr,
341,SALT LAKE CITY UT VARO,309600,VBA-SUPPORT SERVICES,VBA,B3410001,Salt Lake City Field Programs,B34103096,Support Services - Salt Lake City,841131106-00,550 Foothill Dr,
341,SALT LAKE CITY UT VARO,304500,AMO-GENERAL,VBA,B3410002,Salt Lake City Appeals Management,B34103045,AMO - Salt Lake City,841131106-00,550 Foothill Dr,
314,ROANOKE VA VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3140001,Roanoke Field Programs,B31403010,Director's Office - Roanoke,240112200-00,"210 Franklin Rd, SW",
314,ROANOKE VA VARO,303000,NATIONAL CALL CENTER,VBA,B3140001,Roanoke Field Programs,B31401330,National Call Center - Roanoke,240112200-00,"210 Franklin Rd, SW",
314,ROANOKE VA VARO,303400,CENTRALIZED CHALLENGE TRAINING,VBA,B3140001,Roanoke Field Programs,B31403010,Director's Office - Roanoke,240112200-00,"210 Franklin Rd, SW",
314,ROANOKE VA VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3140001,Roanoke Field Programs,B31403040,Compensation Service - Roanoke,240112200-00,"210 Franklin Rd, SW",
314,ROANOKE VA VARO,305000,VBA-LOAN GUARANTY,VBA,B3140004,Roanoke Loan Guaranty,B31403050,Regional Loan Center - Roanoke,240112200-00,"210 Franklin Rd, SW",
314,ROANOKE VA VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3140001,Roanoke Field Programs,B31403080,VRES - Roanoke,240112200-00,"210 Franklin Rd, SW",
314,ROANOKE VA VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3140001,Roanoke Field Programs,B31403094,Human Resources - Roanoke,240112200-00,"210 Franklin Rd, SW",
314,ROANOKE VA VARO,309600,VBA-SUPPORT SERVICES,VBA,B3140001,Roanoke Field Programs,B31403096,Support Services - Roanoke,240112200-00,"210 Franklin Rd, SW",
314,ROANOKE VA VARO,310000,DISABILITY RATING ACTIVITYSITE,VBA,B3140001,Roanoke Field Programs,B31403100,Disability Rating Activity Site - Roanoke,240112200-00,"210 Franklin Rd, SW",
314,ROANOKE VA VARO,304500,AMO-GENERAL,VBA,B3140002,Roanoke Appeals Management,B31403045,AMO - Roanoke,240112200-00,"210 Franklin Rd, SW",
354,RENO NV                   VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3540001,Reno Field Programs,B35403010,Director's Office - Reno,895112250-00,5460 Reno Corporate Dr,
354,RENO NV                   VARO,303000,NATIONAL CALL CENTER,VBA,B3540001,Reno Field Programs,B35401330,National Call Center - Reno,895112250-00,5460 Reno Corporate Dr,
354,RENO NV                   VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3540001,Reno Field Programs,B35403040,Compensation Service - Reno,895112250-00,5460 Reno Corporate Dr,
354,RENO NV                   VARO,304500,AMO-GENERAL,VBA,B3540001,Reno Field Programs,B35403045,AMO - Reno,895112250-00,5460 Reno Corporate Dr,
354,RENO NV                   VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3540001,Reno Field Programs,B35403080,VRES - Reno,895112250-00,5460 Reno Corporate Dr,
354,RENO NV                   VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3540001,Reno Field Programs,B35403094,Human Resources - Reno,895112250-00,5460 Reno Corporate Dr,
354,RENO NV                   VARO,309600,VBA-SUPPORT SERVICES,VBA,B3540001,Reno Field Programs,B35403096,Support Services - Reno,895112250-00,5460 Reno Corporate Dr,
354,RENO NV                   VARO,310000,DISABILITY RATING ACTIVITYSITE,VBA,B3540001,Reno Field Programs,B35403100,Disability Rating Activity Site - Reno,895112250-00,5460 Reno Corporate Dr,
304,PROVIDENCE RI VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3040001,Providence Field Programs,B30403010,Director's Office - Providence,029033246-00,380 Westminster St,
304,PROVIDENCE RI VARO,303000,NATIONAL CALL CENTER,VBA,B3040001,Providence Field Programs,B30401330,National Call Center - Providence,029033246-00,380 Westminster St,
304,PROVIDENCE RI VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3040001,Providence Field Programs,B30403040,Compensation Service - Providence,029033246-00,380 Westminster St,
304,PROVIDENCE RI VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3040001,Providence Field Programs,B30403080,VRES - Providence,029033246-00,380 Westminster St,
304,PROVIDENCE RI VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3040001,Providence Field Programs,B30403094,Human Resources - Providence,029033246-00,380 Westminster St,
304,PROVIDENCE RI VARO,309600,VBA-SUPPORT SERVICES,VBA,B3040001,Providence Field Programs,B30403096,Support Services - Providence,029033246-00,380 Westminster St,
304,PROVIDENCE RI VARO,310000,DISABILITY RATING ACTIVITYSITE,VBA,B3040001,Providence Field Programs,B30403100,Disability Rating Activity Site - Providence,029033246-00,380 Westminster St,
304,PROVIDENCE RI VARO,304500,AMO-GENERAL,VBA,B3040002,Providence Appeals Management,B30403045,AMO - Providence,029033246-00,380 Westminster St,
348,PORTLAND OR               VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3480001,Portland Field Programs,B34803010,Director's Office - Portland,972043253-00,100 SW Main St,
348,PORTLAND OR               VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3480001,Portland Field Programs,B34803040,Compensation Service - Portland,972043253-00,100 SW Main St,
348,PORTLAND OR               VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3480001,Portland Field Programs,B34803080,VRES - Portland,972043253-00,100 SW Main St,
348,PORTLAND OR               VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3480001,Portland Field Programs,B34803094,Human Resources - Portland,972043253-00,100 SW Main St,
348,PORTLAND OR               VARO,309600,VBA-SUPPORT SERVICES,VBA,B3480001,Portland Field Programs,B34803096,Support Services - Portland,972043253-00,100 SW Main St,
348,PORTLAND OR               VARO,304500,AMO-GENERAL,VBA,B3480002,Portland Appeals Management,B34803045,AMO - Portland,972043253-00,100 SW Main St,
311,Pittsburgh PA VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3110001,Pittsburgh Field Programs,B31103010,Director's Office - Pittsburgh,152224004-00,1000 Liberty Ave,
311,Pittsburgh PA VARO,303000,NATIONAL CALL CENTER,VBA,B3110001,Pittsburgh Field Programs,B31101330,National Call Center - Pittsburgh,152224004-00,1000 Liberty Ave,
311,Pittsburgh PA VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3110001,Pittsburgh Field Programs,B31103040,Compensation Service - Pittsburgh,152224004-00,1000 Liberty Ave,
311,Pittsburgh PA VARO,304700,BENEFITS DELIERY AT DISCHARGE,VBA,B3110001,Pittsburgh Field Programs,B31103047,Benefits Delivery at Discharge (BDD) - Pittsburgh,152224004-00,1000 Liberty Ave,
311,Pittsburgh PA VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3110001,Pittsburgh Field Programs,B31103080,VRES - Pittsburgh,152224004-00,1000 Liberty Ave,
311,Pittsburgh PA VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3110001,Pittsburgh Field Programs,B31103094,Human Resources - Pittsburgh,152224004-00,1000 Liberty Ave,
311,Pittsburgh PA VARO,309600,VBA-SUPPORT SERVICES,VBA,B3110001,Pittsburgh Field Programs,B31103096,Support Services - Pittsburgh,152224004-00,1000 Liberty Ave,
311,Pittsburgh PA VARO,304500,AMO-GENERAL,VBA,B3110002,Pittsburgh Appeals Management,B31103045,AMO - Pittsburgh,152224004-00,1000 Liberty Ave,
345,PHOENIX AZ VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3450001,Phoenix Field Programs,B34503010,Director's office - Phoenix,850122458-00,3333 N Central Ave,
345,PHOENIX AZ VARO,303000,NATIONAL CALL CENTER,VBA,B3450001,Phoenix Field Programs,B34501330,National Call Center - Phoenix,850122458-00,3333 N Central Ave,
345,PHOENIX AZ VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3450001,Phoenix Field Programs,B34503040,Compensation Service - Phoenix,850122458-00,3333 N Central Ave,
345,PHOENIX AZ VARO,305000,VBA-LOAN GUARANTY,VBA,B3450004,Phoenix Loan Guaranty,B34503050,Regional Loan Center - Phoenix,850122458-00,3333 N Central Ave,
345,PHOENIX AZ VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3450001,Phoenix Field Programs,B34503080,VRES - Phoenix,850122458-00,3333 N Central Ave,
345,PHOENIX AZ VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3450001,Phoenix Field Programs,B34503094,Human Resources - Phoenix,850122458-00,3333 N Central Ave,
345,PHOENIX AZ VARO,309600,VBA-SUPPORT SERVICES,VBA,B3450001,Phoenix Field Programs,B34503096,Support Services - Phoenix,850122458-00,3333 N Central Ave,
345,PHOENIX AZ VARO,304500,AMO-GENERAL,VBA,B3450002,Phoenix Appeals Management,B34503045,AMO - Phoenix,850122458-00,3333 N Central Ave,
310,PHILADELPHIA PA VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3100001,Philadelphia Field Programs,B31003010,Director's Office - Philadelphia,191444867-00,5000 Wissahickon Ave,
310,PHILADELPHIA PA VARO,303000,NATIONAL CALL CENTER,VBA,B3100001,Philadelphia Field Programs,B31003030,National Call Center - Philadelphia,191444867-00,5000 Wissahickon Ave,
310,PHILADELPHIA PA VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3100001,Philadelphia Field Programs,B31003040,Compensation Service - Philadelphia,191444867-00,5000 Wissahickon Ave,
310,PHILADELPHIA PA VARO,304100,DAY ONE BROKERING CENTER,VBA,B3100001,Philadelphia Field Programs,B31003041,Day One Brokering Center - Philadelphia,191444867-00,5000 Wissahickon Ave,
310,PHILADELPHIA PA VARO,304300,PMC-OTHER/NO SPECIFIC TEAM,VBA,B3100001,Philadelphia Field Programs,B31003031,Pension Maintenance Center - Philadelphia,191444867-00,5000 Wissahickon Ave,
310,PHILADELPHIA PA VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3100001,Philadelphia Field Programs,B31003080,VRES - Philadelphia,191444867-00,5000 Wissahickon Ave,
310,PHILADELPHIA PA VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3100001,Philadelphia Field Programs,B31003094,Human Resources - Philadelphia,191444867-00,5000 Wissahickon Ave,
310,PHILADELPHIA PA VARO,309600,VBA-SUPPORT SERVICES,VBA,B3100001,Philadelphia Field Programs,B31003096,Support Services - Philadelphia,191444867-00,5000 Wissahickon Ave,
310,PHILADELPHIA PA VARO,304500,AMO-GENERAL,VBA,B3100002,Philadelphia Appeals Management,B31003045,AMO - Philadelphia,191444867-00,5000 Wissahickon Ave,
101,VA CENTRAL OFFICE,301100,VBA-ADUS FOR POLICY AND PROGRM,VBA,B2214200,OHCM - Policy and Programs Division,B30940200,OHCM - Policy and Programs Division,200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,301600,VBA-OFC PERFRMNC ANALYSS&INTEG,VBA,B2216000,Office of Performance Analysis and Integrity (OPAI),B30160000,Office of Performance Analysis and Integrity (OPAI),204200001-00,810 Vermont Ave NW,
101,VA CENTRAL OFFICE,301300,VBA-ASSC DPTY UND SEC FIELD OP,VBA,B2113000,Office of DUS for Field Operations (ODUSFO),B30130000,Office of DUS for Field Operations (ODUSFO),200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,301700,VBA-OBPI PROCESS INTEG,VBA,B2217000,Office of Business Process Integration (OBPI),B30170000,Office of Business Process Integration (OBPI),200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,301310,OFO OPERATIONS MANAGEMENT,VBA,B2113110,ODUSFO - Operations Management Section,B30130110,ODUSFO - Operations Management Section,200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,301314,OFO Office of Client Relations,VBA,B2113240,ODUSFO - Office of Client Relations Section,B30130240,ODUSFO - Office of Client Relations Section,200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,301320,NATIONAL WORK QUE,VBA,B2113140,ODUSFO - National Work Queue Section,B30130140,ODUSFO - National Work Queue Section,200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,301311,OFO Operations Center.  ,VBA,B2113130,ODUSFO - Front Office Operations Section,B30130130,ODUSFO - Front Office Operations Section,200060001-00,1800 G St NW,
343,OAKLAND CA  VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3430001,Oakland Field Programs,B34303010,Director's Office - Oakland,946125217-00,"1301 Clay St, North Tower",
343,OAKLAND CA  VARO,303000,NATIONAL CALL CENTER,VBA,B3430001,Oakland Field Programs,B34301330,National Call Center - Oakland,946125217-00,"1301 Clay St, North Tower",
343,OAKLAND CA  VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3430001,Oakland Field Programs,B34303040,Compensation Service - Oakland,946125217-00,"1301 Clay St, North Tower",
343,OAKLAND CA  VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3430001,Oakland Field Programs,B34303080,VRES - Oakland,946125217-00,"1301 Clay St, North Tower",
343,OAKLAND CA  VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3430001,Oakland Field Programs,B34303094,Human Resources - Oakland,946125217-00,"1301 Clay St, North Tower",
343,OAKLAND CA  VARO,309600,VBA-SUPPORT SERVICES,VBA,B3430001,Oakland Field Programs,B34303096,Support Services - Oakland,946125217-00,"1301 Clay St, North Tower",
343,OAKLAND CA  VARO,304500,AMO-GENERAL,VBA,B3430002,Oakland Appeals Management,B34303045,AMO - Oakland,946125217-00,"1301 Clay St, North Tower",
309,NEWARK NJ VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3090001,Newark Field Programs,B30903010,Director's Office - Newark,071023174-00,20 Washington Pl,
309,NEWARK NJ VARO,303000,NATIONAL CALL CENTER,VBA,B3090001,Newark Field Programs,B30901330,National Call Center - Newark,071023174-00,20 Washington Pl,
309,NEWARK NJ VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3090001,Newark Field Programs,B30903040,Compensation Service - Newark,071023174-00,20 Washington Pl,
309,NEWARK NJ VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3090001,Newark Field Programs,B30903080,VRES - Newark,071023174-00,20 Washington Pl,
309,NEWARK NJ VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3090001,Newark Field Programs,B30903094,Human Resources - Newark,071023174-00,20 Washington Pl,
309,NEWARK NJ VARO,309600,VBA-SUPPORT SERVICES,VBA,B3090001,Newark Field Programs,B30903096,Support Services - Newark,071023174-00,20 Washington Pl,
309,NEWARK NJ VARO,304500,AMO-GENERAL,VBA,B3090002,Newark Appeals Management,B30903045,AMO - Newark,071023174-00,20 Washington Pl,
306,NEW YORK NY VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3060001,New York Field Programs,B30603010,Director's Office - New York,100144805-00,245 W Houston St,
306,NEW YORK NY VARO,303000,NATIONAL CALL CENTER,VBA,B3060001,New York Field Programs,B30601330,National Call Center - New York,100144805-00,245 W Houston St,
306,NEW YORK NY VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3060001,New York Field Programs,B30603040,Compensation Service - New York,100144805-00,245 W Houston St,
306,NEW YORK NY VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3060001,New York Field Programs,B30603080,VRES - New York,100144805-00,245 W Houston St,
306,NEW YORK NY VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3060001,New York Field Programs,B30603094,Human Resources - New York,100144805-00,245 W Houston St,
306,NEW YORK NY VARO,309600,VBA-SUPPORT SERVICES,VBA,B3060001,New York Field Programs,B30603096,Support Services - New York,100144805-00,245 W Houston St,
306,NEW YORK NY VARO,304500,AMO-GENERAL,VBA,B3060002,New York Appeals Management,B30603045,AMO - New York,100144805-00,245 W Houston St,
321,NEW ORLEANS LA VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3210001,New Orleans Field Programs,B32103010,Director's Office - New Orleans,701131871-00,1250 Poydras St,
321,NEW ORLEANS LA VARO,303000,NATIONAL CALL CENTER,VBA,B3210001,New Orleans Field Programs,B32101330,National Call Center - New Orleans,701131871-00,1250 Poydras St,
321,NEW ORLEANS LA VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3210001,New Orleans Field Programs,B32103040,Compensation Service - New Orleans,701131871-00,1250 Poydras St,
321,NEW ORLEANS LA VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3210001,New Orleans Field Programs,B32103080,VRES - New Orleans,701131871-00,1250 Poydras St,
321,NEW ORLEANS LA VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3210001,New Orleans Field Programs,B32103094,Human Resources - New Orleans,701131871-00,1250 Poydras St,
321,NEW ORLEANS LA VARO,309600,VBA-SUPPORT SERVICES,VBA,B3210001,New Orleans Field Programs,B32103096,Support Services - New Orleans,701131871-00,1250 Poydras St,
321,NEW ORLEANS LA VARO,304500,AMO-GENERAL,VBA,B3210002,New Orleans Appeals Management,B32103045,AMO - New Orleans,701131871-00,1250 Poydras St,
320,NASHVILLE TN VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3200001,Nashville Field Programs,B32003010,Director's Office - Nashville,372033817-00,"110 9th Ave, S",
320,NASHVILLE TN VARO,303000,NATIONAL CALL CENTER,VBA,B3200001,Nashville Field Programs,B32001330,National Call Center - Nashville,372033817-00,"110 9th Ave, S",
320,NASHVILLE TN VARO,303500,CENTRALIZED INTRO TO LEADERSHP,VBA,B3200001,Nashville Field Programs,B32003010,Director's Office - Nashville,372033817-00,"110 9th Ave, S",
320,NASHVILLE TN VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3200001,Nashville Field Programs,B32003040,Compensation Service - Nashville,372033817-00,"110 9th Ave, S",
320,NASHVILLE TN VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3200001,Nashville Field Programs,B32003080,VRES - Nashville,372033817-00,"110 9th Ave, S",
320,NASHVILLE TN VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3200001,Nashville Field Programs,B32003094,Human Resources - Nashville,372033817-00,"110 9th Ave, S",
320,NASHVILLE TN VARO,309600,VBA-SUPPORT SERVICES,VBA,B3200001,Nashville Field Programs,B32003096,Support Services - Nashville,372033817-00,"110 9th Ave, S",
320,NASHVILLE TN VARO,310000,DISABILITY RATING ACTIVITYSITE,VBA,B3200001,Nashville Field Programs,B32003100,Disability Rating Activity Site - Nashville,372033817-00,"110 9th Ave, S",
320,NASHVILLE TN VARO,304500,AMO-GENERAL,VBA,B3200002,Nashville Appeals Management,B32003045,AMO - Nashville,372033817-00,"110 9th Ave, S",
351,MUSKOGEE OK VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3510001,Muskogee Field Programs,B35103010,Director's Office - Muskogee,744017031-00,125 South Main St,
351,MUSKOGEE OK VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3510001,Muskogee Field Programs,B35103040,Compensation Service - Muskogee,744017031-00,125 South Main St,
351,MUSKOGEE OK VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3510001,Muskogee Field Programs,B35103080,VRES - Muskogee,744017031-00,125 South Main St,
351,MUSKOGEE OK VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3510001,Muskogee Field Programs,B35103094,Human Resources - Muskogee,744017031-00,125 South Main St,
351,MUSKOGEE OK VARO,309600,VBA-SUPPORT SERVICES,VBA,B3510001,Muskogee Field Programs,B35103096,Support Services - Muskogee,744017031-00,125 South Main St,
351,MUSKOGEE OK VARO,303000,NATIONAL CALL CENTER,VBA,B3510003,Muskogee Education Service,B35103075,Education Call Center - Muskogee,744017031-00,125 South Main St,
351,MUSKOGEE OK VARO,307000,VBA-EDUCATION SERVICE,VBA,B3510003,Muskogee Education Service,B35103070,Education Service - Muskogee,744017031-00,125 South Main St,
351,MUSKOGEE OK VARO,304500,AMO-GENERAL,VBA,B3510002,Muskogee Appeals Management,B35103045,AMO - Muskogee,744017031-00,125 South Main St,
322,MONTGOMERY AL             VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3220001,Montgomery Field Programs,B32203010,Director's Office - Montgomery,361094541-00,345 Perry Hill Rd,
322,MONTGOMERY AL             VARO,303000,NATIONAL CALL CENTER,VBA,B3220001,Montgomery Field Programs,B32201330,National Call Center - Montgomery,361094541-00,345 Perry Hill Rd,
322,MONTGOMERY AL             VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3220001,Montgomery Field Programs,B32203040,Compensation Service - Montgomery,361094541-00,345 Perry Hill Rd,
322,MONTGOMERY AL             VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3220001,Montgomery Field Programs,B32203080,VRES - Montgomery,361094541-00,345 Perry Hill Rd,
322,MONTGOMERY AL             VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3220001,Montgomery Field Programs,B32203094,Human Resources - Montgomery,361094541-00,345 Perry Hill Rd,
322,MONTGOMERY AL             VARO,309600,VBA-SUPPORT SERVICES,VBA,B3220001,Montgomery Field Programs,B32203096,Support Services - Montgomery,361094541-00,345 Perry Hill Rd,
322,MONTGOMERY AL             VARO,304500,AMO-GENERAL,VBA,B3220002,Montgomery Appeals Management,B32203045,AMO - Montgomery,361094541-00,345 Perry Hill Rd,
330,MILWAUKEE WI VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3300001,Milwaukee Field Programs,B33003010,Director's Office - Milwaukee,532143461-00,5400 W National Ave,
330,MILWAUKEE WI VARO,303000,NATIONAL CALL CENTER,VBA,B3300001,Milwaukee Field Programs,B33001330,National Call Center - Milwaukee,532143461-00,5400 W National Ave,
